Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Namespace,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Completed Work Items,Lock Contentions,Gen0,Code Size,Gen1,Allocated
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",1024,"2,289.0290 ns",8.4552 ns,7.9090 ns,2.0421 ns,"2,290.1907 ns","2,275.1623 ns","2,281.9054 ns","2,294.0184 ns","2,302.4359 ns","436,866.5",8.4552 ns,15.00,1.858,2.000,-0.2302,74,*,No,0.0000,0.0000,0.0000,0.0000,438 B,0.0000,40 B
LongCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",2048,"4,550.8847 ns",18.4641 ns,17.2713 ns,4.4594 ns,"4,553.1563 ns","4,522.5563 ns","4,539.2464 ns","4,563.3408 ns","4,580.0491 ns","219,737.5",18.4641 ns,15.00,1.847,2.000,-0.1520,79,*,No,0.0000,0.0000,0.0000,0.0000,438 B,0.0000,40 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,16,56.1534 ns,0.1784 ns,0.1669 ns,0.0431 ns,56.1355 ns,55.8175 ns,56.0497 ns,56.2664 ns,56.4301 ns,"17,808,371.8",0.1784 ns,15.00,2.209,2.000,-0.0672,32,*,No,0.0000,0.0000,0.0000,0.0026,"1,067 B",0.0000,240 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,70.7185 ns,0.3732 ns,0.3309 ns,0.0884 ns,70.7367 ns,70.3297 ns,70.4427 ns,70.9081 ns,71.4787 ns,"14,140,562.1",0.3732 ns,14.00,2.513,2.000,0.6487,33,*,No,0.0000,0.0000,0.0000,0.0039,"1,067 B",0.0000,368 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,106.3720 ns,0.8270 ns,0.7735 ns,0.1997 ns,106.6935 ns,105.3831 ns,105.6988 ns,106.7704 ns,107.9952 ns,"9,400,973.9",0.8270 ns,15.00,2.004,2.000,0.3783,41,*,No,0.0000,0.0000,0.0000,0.0068,"1,067 B",0.0000,624 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,169.6620 ns,1.3779 ns,1.2215 ns,0.3265 ns,169.7180 ns,167.7769 ns,168.7008 ns,170.4338 ns,171.8842 ns,"5,894,073.3",1.3779 ns,14.00,1.879,2.000,0.0977,49,*,No,0.0000,0.0000,0.0000,0.0124,"1,067 B",0.0000,1136 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,303.5551 ns,1.1954 ns,1.1181 ns,0.2887 ns,303.6351 ns,301.9660 ns,302.5752 ns,304.3672 ns,305.6334 ns,"3,294,294.8",1.1954 ns,15.00,1.720,2.000,0.1808,55,*,No,0.0000,0.0000,0.0000,0.0234,"1,133 B",0.0000,2160 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,581.4073 ns,3.6069 ns,3.1975 ns,0.8546 ns,582.1456 ns,574.1477 ns,578.9998 ns,583.9670 ns,585.2478 ns,"1,719,964.6",3.6069 ns,14.00,2.482,2.000,-0.6713,62,*,No,0.0000,0.0000,0.0000,0.0458,"1,073 B",0.0000,4208 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,"1,217.6670 ns",6.8967 ns,5.7591 ns,1.5973 ns,"1,217.6071 ns","1,210.6678 ns","1,213.1472 ns","1,219.8225 ns","1,229.6835 ns","821,242.6",6.8967 ns,13.00,2.297,2.000,0.6256,71,*,No,0.0000,0.0000,0.0000,0.0935,"1,073 B",0.0019,8304 B
ToObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,"2,413.6359 ns",15.2358 ns,14.2516 ns,3.6797 ns,"2,417.4076 ns","2,389.2143 ns","2,404.8630 ns","2,420.1874 ns","2,441.3208 ns","414,312.7",15.2358 ns,15.00,2.208,2.000,0.0443,75,*,No,0.0000,0.0000,0.0000,0.1831,"1,073 B",0.0076,16496 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,16,7.2707 ns,0.0446 ns,0.0417 ns,0.0108 ns,7.2708 ns,7.1582 ns,7.2537 ns,7.3066 ns,7.3221 ns,"137,537,697.3",0.0446 ns,15.00,3.957,2.000,-1.0196,18,*,No,0.0000,0.0000,0.0000,0.0003,898 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,7.5767 ns,0.0357 ns,0.0334 ns,0.0086 ns,7.5765 ns,7.5218 ns,7.5543 ns,7.5978 ns,7.6423 ns,"131,983,345.0",0.0357 ns,15.00,2.097,2.000,0.1735,19,*,No,0.0000,0.0000,0.0000,0.0003,898 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,7.4906 ns,0.0321 ns,0.0300 ns,0.0077 ns,7.4876 ns,7.4457 ns,7.4689 ns,7.5096 ns,7.5520 ns,"133,501,083.5",0.0321 ns,15.00,2.070,2.000,0.2844,19,*,No,0.0000,0.0000,0.0000,0.0003,898 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,7.5239 ns,0.0394 ns,0.0368 ns,0.0095 ns,7.5306 ns,7.4639 ns,7.5020 ns,7.5454 ns,7.6042 ns,"132,909,526.1",0.0394 ns,15.00,2.438,2.000,0.2427,19,*,No,0.0000,0.0000,0.0000,0.0003,898 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,7.5350 ns,0.0316 ns,0.0296 ns,0.0076 ns,7.5326 ns,7.4844 ns,7.5150 ns,7.5594 ns,7.5808 ns,"132,714,147.5",0.0316 ns,15.00,1.698,2.000,-0.0305,19,*,No,0.0000,0.0000,0.0000,0.0003,964 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,7.6365 ns,0.1669 ns,0.1561 ns,0.0403 ns,7.6732 ns,7.0812 ns,7.6499 ns,7.7020 ns,7.7103 ns,"130,949,439.5",0.1669 ns,15.00,10.697,2.000,-2.9669,19,*,No,0.0000,0.0000,0.0000,0.0003,904 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,7.4611 ns,0.0345 ns,0.0323 ns,0.0083 ns,7.4540 ns,7.4150 ns,7.4328 ns,7.4876 ns,7.5090 ns,"134,028,708.2",0.0345 ns,15.00,1.423,2.000,0.0894,19,*,No,0.0000,0.0000,0.0000,0.0003,904 B,0.0000,24 B
ToReadOnlyCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,7.1794 ns,0.0337 ns,0.0315 ns,0.0081 ns,7.1730 ns,7.1278 ns,7.1655 ns,7.2039 ns,7.2275 ns,"139,288,199.2",0.0337 ns,15.00,1.790,2.000,0.1096,17,*,No,0.0000,0.0000,0.0000,0.0003,904 B,0.0000,24 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,16,110.3528 ns,0.6268 ns,0.5863 ns,0.1514 ns,110.3720 ns,109.2116 ns,109.9472 ns,110.6860 ns,111.4740 ns,"9,061,846.8",0.6268 ns,15.00,2.285,2.000,-0.0519,42,*,No,0.0000,0.0000,0.0000,0.0044,500 B,0.0000,408 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,32,122.3564 ns,0.7073 ns,0.6616 ns,0.1708 ns,122.2057 ns,121.2301 ns,121.9110 ns,122.8193 ns,123.6176 ns,"8,172,845.1",0.7073 ns,15.00,1.972,2.000,0.2553,43,*,No,0.0000,0.0000,0.0000,0.0057,500 B,0.0000,536 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,64,153.4433 ns,1.0748 ns,1.0053 ns,0.2596 ns,153.1567 ns,152.2521 ns,152.5832 ns,154.4749 ns,155.1074 ns,"6,517,064.9",1.0748 ns,15.00,1.351,2.000,0.3000,47,*,No,0.0000,0.0000,0.0000,0.0086,500 B,0.0000,792 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,128,218.5354 ns,0.6155 ns,0.5457 ns,0.1458 ns,218.4607 ns,217.6726 ns,218.3433 ns,218.8660 ns,219.5610 ns,"4,575,918.0",0.6155 ns,14.00,2.186,2.000,0.1595,51,*,No,0.0000,0.0000,0.0000,0.0141,500 B,0.0000,1304 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,256,351.7640 ns,2.0723 ns,1.6179 ns,0.4671 ns,352.4550 ns,348.5610 ns,351.4641 ns,352.6508 ns,353.1888 ns,"2,842,815.3",2.0723 ns,12.00,2.483,2.000,-1.0634,57,*,No,0.0000,0.0000,0.0000,0.0253,500 B,0.0000,2328 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,512,631.3967 ns,2.7480 ns,2.5705 ns,0.6637 ns,631.0859 ns,627.8932 ns,629.6953 ns,633.0785 ns,636.1459 ns,"1,583,790.5",2.7480 ns,15.00,1.926,2.000,0.3954,64,*,No,0.0000,0.0000,0.0000,0.0477,500 B,0.0000,4376 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,1024,"1,233.0131 ns",4.4100 ns,4.1252 ns,1.0651 ns,"1,233.4421 ns","1,224.5501 ns","1,231.0513 ns","1,236.2239 ns","1,239.0144 ns","811,021.4",4.4100 ns,15.00,2.103,2.000,-0.5091,72,*,No,0.0000,0.0000,0.0000,0.0935,500 B,0.0019,8472 B
ToReadOnlyObservableCollection,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,Collections,2048,"2,421.6225 ns",17.5935 ns,16.4570 ns,4.2492 ns,"2,423.8205 ns","2,384.6352 ns","2,414.8228 ns","2,432.1074 ns","2,441.9407 ns","412,946.3",17.5935 ns,15.00,2.581,2.000,-0.7297,75,*,No,0.0000,0.0000,0.0000,0.1831,500 B,0.0076,16664 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",16,4.6187 ns,0.0353 ns,0.0330 ns,0.0085 ns,4.6294 ns,4.5479 ns,4.5994 ns,4.6438 ns,4.6520 ns,"216,509,356.1",0.0353 ns,15.00,2.209,2.000,-0.7959,13,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",32,4.2757 ns,0.0317 ns,0.0265 ns,0.0073 ns,4.2730 ns,4.2182 ns,4.2669 ns,4.2865 ns,4.3164 ns,"233,878,591.6",0.0317 ns,13.00,2.606,2.000,-0.4526,11,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",64,4.6272 ns,0.0273 ns,0.0255 ns,0.0066 ns,4.6340 ns,4.5671 ns,4.6218 ns,4.6412 ns,4.6641 ns,"216,111,650.1",0.0273 ns,15.00,3.343,2.000,-1.0356,13,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",128,4.6184 ns,0.0374 ns,0.0350 ns,0.0090 ns,4.6231 ns,4.5509 ns,4.6053 ns,4.6395 ns,4.6716 ns,"216,526,713.1",0.0374 ns,15.00,2.296,2.000,-0.6071,13,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",256,4.5604 ns,0.0149 ns,0.0124 ns,0.0035 ns,4.5599 ns,4.5406 ns,4.5509 ns,4.5681 ns,4.5855 ns,"219,279,315.1",0.0149 ns,13.00,2.167,2.000,0.3595,12,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",512,5.6197 ns,0.0316 ns,0.0296 ns,0.0076 ns,5.6252 ns,5.5336 ns,5.6162 ns,5.6343 ns,5.6499 ns,"177,943,931.9",0.0316 ns,15.00,5.223,2.000,-1.6285,15,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",1024,4.5184 ns,0.0323 ns,0.0303 ns,0.0078 ns,4.5195 ns,4.4589 ns,4.5026 ns,4.5393 ns,4.5607 ns,"221,319,687.4",0.0323 ns,15.00,2.089,2.000,-0.5170,12,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
TryGetNonEnumeratedCount,Job-TLMPGC,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 8.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,DotNetTips.Spargine.Extensions.BenchmarkTests,"Collections,**FOR COMPARISON**,**NEW**",2048,5.0877 ns,0.0516 ns,0.0483 ns,0.0125 ns,5.1128 ns,5.0008 ns,5.0538 ns,5.1256 ns,5.1366 ns,"196,552,291.6",0.0516 ns,15.00,1.679,2.000,-0.6000,14,*,No,0.0000,0.0000,0.0000,0.0000,417 B,0.0000,0 B
